sortedformula,icsdnum,energyperatom,reduced_composition
Cl4O1W1,25519.0,-4.88478180333,Cl4O1W1
Cl4O3Pb3Te1,424288.0,-4.49877156,Cl4O3Pb3Te1
Cl4S1Tl6,35289.0,-3.153235425,Cl4S1Tl6
Cl5Cs1Pb2,249888.0,-3.57866070875,Cl5Cs1Pb2
Cl5Cs1Sn2,93791.0,-3.55030878937,Cl5Cs1Sn2
Cl5Hg7In1S6,262725.0,-2.47837555079,Cl5Hg7In1S6
Cl10N2S2W2,36292.0,-4.5230326321900005,Cl5N1S1W1
Cl10N2Si4,65953.0,-4.756461675940001,Cl5N1Si2
Cl10O12Si4Y6,94464.0,-6.9357482975,Cl5O6Si2Y3
Cl5P4S4Ta1,419157.0,-4.7315972275,Cl5P4S4Ta1
Cl5P4S5Ta1,419156.0,-4.71131467633,Cl5P4S5Ta1
Cl5P4S6Ta1,419154.0,-4.68723135219,Cl5P4S6Ta1
Cl5Pb1Tl3,1262.0,-3.28503610167,Cl5Pb1Tl3
Cl5Pb2Tl1,417.0,-3.5087786890599997,Cl5Pb2Tl1
Cl10S4Se2W2,84360.0,-3.98316330611,Cl5S2Se1W1
Cl6Cs1Sb1,155691.0,-3.0925021806200004,Cl6Cs1Sb1
Cl6Cs2Pb1,29033.0,-3.17747767,Cl6Cs2Pb1
Cl6Cs2Sb1,49708.0,-3.26316825778,Cl6Cs2Sb1
Cl6Cs2Se1,26693.0,-2.97466012778,Cl6Cs2Se1
Cl6Cs2Sn1,29030.0,-3.38878355556,Cl6Cs2Sn1
Cl6Cs2Te1,29031.0,-3.09161058222,Cl6Cs2Te1
Cl6Cs4Pb1,25123.0,-3.43696308955,Cl6Cs4Pb1
Cl6Hf1Hg3Se2,412466.0,-3.32462572417,Cl6Hf1Hg3Se2
Cl12Hf2O2S2,410943.0,-4.44275375833,Cl6Hf1O1S1
Cl6Hf1Se4,401591.0,-3.9764788263599997,Cl6Hf1Se4
Cl6Hf1Te4,401589.0,-3.886913469090002,Cl6Hf1Te4
Cl6Hf1Te8,410306.0,-3.681376682,Cl6Hf1Te8
Cl6Hg3S2Zr1,412469.0,-3.252843575,Cl6Hg3S2Zr1
Cl6Hg3Se2Zr1,412468.0,-3.17936584333,Cl6Hg3Se2Zr1
Cl12I2Te6W2,79795.0,-3.42877319795,Cl6I1Te3W1
Cl6N1S2Sb1,2441.0,-3.523160269,Cl6N1S2Sb1
Cl12O2S2Ti2,410941.0,-3.99294719667,Cl6O1S1Ti1
Cl12O2S2Zr2,16128.0,-4.25041812917,Cl6O1S1Zr1
Cl6O1S8Ti4,64624.0,-5.067632535,Cl6O1S8Ti4
Cl6O1Sr4,402497.0,-4.64607945455,Cl6O1Sr4
Cl12O4P2Sb2,49749.0,-4.09594374925,Cl6O2P1Sb1
Cl6Sn1Tl2,26700.0,-3.22418195222,Cl6Sn1Tl2
Cl12Ta2Te4,401907.0,-3.9699507727800007,Cl6Ta1Te2
Cl6Te1Tl2,26705.0,-2.92027060889,Cl6Te1Tl2
Cl12Te4W2,74789.0,-3.67077277083,Cl6Te2W1
Cl12Te8W2,65927.0,-3.5626643195499996,Cl6Te4W1
Cl14Ga4Te4,59914.0,-3.1964876513599996,Cl7Ga2Te2
Cl7N1P1Ta1,51258.0,-4.61746250925,Cl7N1P1Ta1
Cl7O1S1Ta1,411518.0,-4.1964595857499996,Cl7O1S1Ta1
Cl8O1P1Sb1,26493.0,-3.5188497968199997,Cl8O1P1Sb1
Cl8O2Se2Sn1,35477.0,-3.4091889080799995,Cl8O2Se2Sn1
Cl16O6P4Sn2,26182.0,-4.343398373209999,Cl8O3P2Sn1
Cl9Cs3Sb2,26039.0,-3.39168396,Cl9Cs3Sb2
Cl9Hg6In2P3,261398.0,-2.63734409925,Cl9Hg6In2P3
Cl18P2Ti2,23137.0,-3.5775201186400003,Cl9P1Ti1
Cl9Ta1Te1,410951.0,-3.67776807932,Cl9Ta1Te1
Cs1F1O3S1,82520.0,-5.42793226,Cs1F1O3S1
Cs1F2O2P1,16875.0,-5.82494582125,Cs1F2O2P1
Cs1F3Pb1,93438.0,-4.576731414,Cs1F3Pb1
Cs1F3Sn1,236903.0,-4.6354883735,Cs1F3Sn1
Cs1F4I1O1,2754.0,-3.9452310821428567,Cs1F4I1O1
Cs1F4Sb1,201405.0,-4.673227463541667,Cs1F4Sb1
Cs1F5Te1,200252.0,-4.361489422857144,Cs1F5Te1
Cs1F6Sb1,201886.0,-4.63873795,Cs1F6Sb1
Cs1F7Sb2,14119.0,-4.739009944,Cs1F7Sb2
Cs1Ga1O6Se2,250871.0,-5.3368500797500005,Cs1Ga1O6Se2
Cs1Ga2O16P5,413833.0,-6.8363267166699995,Cs1Ga2O16P5
Cs1Hg1N3O6,28645.0,-4.51728174909,Cs1Hg1N3O6
Cs1I1O3,61009.0,-4.40124096,Cs1I1O3
Cs1I1O4,89509.0,-4.385287535,Cs1I1O4
Cs1I3Pb1,250744.0,-2.873617235,Cs1I3Pb1
Cs1I3Sn1,69997.0,-2.8746715839999997,Cs1I3Sn1
Cs1In1O7P2,240262.0,-6.608355255449999,Cs1In1O7P2
Cs1In1O8Te3,251548.0,-5.343973429619999,Cs1In1O8Te3
Cs1K2Sb1,53237.0,-2.18599141,Cs1K2Sb1
Cs1La1O12P4,59870.0,-7.23810821667,Cs1La1O12P4
Cs1La1O8S2,10449.0,-6.4861703622899975,Cs1La1O8S2
Cs1Li1O4S1,67752.0,-5.67637267143,Cs1Li1O4S1
Cs1Mg1O4P1,260423.0,-6.46333518321,Cs1Mg1O4P1
Cs1N1O2,50327.0,-5.577508385830001,Cs1N1O2
Cs1N1O3,38068.0,-5.66517253467,Cs1N1O3
Cs1N3O4S2,281172.0,-6.038086101499999,Cs1N3O4S2
Cs1N7P4,410632.0,-7.17449230521,Cs1N7P4
Cs1Na3O4Pb1,202237.0,-4.45851773389,Cs1Na3O4Pb1
Cs1O12P3Zr2,250172.0,-7.72960501972,Cs1O12P3Zr2
Cs1O12Se2Ta3,194704.0,-7.48503642667,Cs1O12Se2Ta3
Cs1O19P5Ti3,79401.0,-7.491367359289999,Cs1O19P5Ti3
Cs4O8P4S4,20543.0,-5.7743288725,Cs1O2P1S1
Cs1O2Sb1,59329.0,-5.252424295,Cs1O2Sb1
Cs2O6S2,200867.0,-5.569553794500001,Cs1O3S1
Cs1O4P1Pb1,194795.0,-6.2728064,Cs1O4P1Pb1
Cs1O4P1Zn1,236912.0,-6.00560861821,Cs1O4P1Zn1
Cs2O8S2,26726.0,-5.5538540020800005,Cs1O4S1
Cs1O6Sc1Se2,238499.0,-6.03009163625,Cs1O6Sc1Se2
Cs1O6Se2Y1,238046.0,-6.100762770499999,Cs1O6Se2Y1
Cs2O12Te4,261941.0,-5.29141325167,Cs1O6Te2
Cs1O7P2Ti1,280202.0,-7.12458310636,Cs1O7P2Ti1
Cs1O7P2Y1,74599.0,-7.4014955681800005,Cs1O7P2Y1
Cs1O8P1Sb2,68559.0,-6.2683891985399995,Cs1O8P1Sb2
Cs1O8P2Sb1,202813.0,-6.604352125,Cs1O8P2Sb1
Cs1O8P2Ta1,20726.0,-7.5507419341699995,Cs1O8P2Ta1
Cs1P1Pb1S4,409821.0,-4.48665218286,Cs1P1Pb1S4
Cs1P1Pb1Se4,165348.0,-3.99414487571,Cs1P1Pb1Se4
Cs2P2S6,33277.0,-4.4419894189999996,Cs1P1S3
Cs1P1S4Sn1,248912.0,-4.4709079875,Cs1P1S4Sn1
Cs2P4S16Ti2,249527.0,-4.91687024146,Cs1P2S8Ti1
Cs1Pb1,627071.0,-2.53482115719,Cs1Pb1
Cs1S2Sb1,200798.0,-4.04423252125,Cs1S2Sb1
Cs2S6Sn2,73008.0,-4.164922445,Cs1S3Sn1
Cs2S8Sb4,67976.0,-4.18650988286,Cs1S4Sb2
Cs1S6Sb1,67977.0,-4.09528755219,Cs1S6Sb1
Cs1Sb1,14031.0,-2.9492263131299996,Cs1Sb1
Cs1Sb1Se2,20773.0,-3.7083828303099997,Cs1Sb1Se2
Cs1Sb2Se4,415580.0,-3.81114120643,Cs1Sb2Se4
Cs2Se6Sn2,402842.0,-3.761403482,Cs1Se3Sn1
Cs2Se6Te2,84993.0,-3.370491636,Cs1Se3Te1
Cs1Sn1,627109.0,-2.7488277625,Cs1Sn1
Cs2F10O1Sb2,21016.0,-4.762957044333334,Cs2F10O1Sb2
Cs2F1O3P1,172346.0,-5.797341221428572,Cs2F1O3P1
Cs2F4O1Te1,411626.0,-4.488151255625,Cs2F4O1Te1
Cs2F6Sn1,291386.0,-4.655390468888889,Cs2F6Sn1
Cs2Ga1Sb2,300156.0,-3.0303060505,Cs2Ga1Sb2
Cs2Ge1O13P4,164020.0,-6.7289091789999995,Cs2Ge1O13P4
Cs2Ge3O9Sn1,19031.0,-6.040616936,Cs2Ge3O9Sn1
Cs2Hg3S8Sn2,85598.0,-3.4374778406699997,Cs2Hg3S8Sn2
Cs2I4O11,420352.0,-4.35580577559,Cs2I4O11
Cs2I6Sn1,250743.0,-2.57205369667,Cs2I6Sn1
Cs2I6Te1,38105.0,-2.3834417211099996,Cs2I6Te1
Cs2K2O5Te1,202076.0,-4.6390290602499995,Cs2K2O5Te1
Cs2O11Sb4,411546.0,-5.825533650880001,Cs2O11Sb4
Cs2O12Se1W3,80392.0,-7.212443460560001,Cs2O12Se1W3
Cs2O13P4Ti1,91947.0,-7.02442640475,Cs2O13P4Ti1
Cs2O14P4Pd3,170330.0,-6.209821677610003,Cs2O14P4Pd3
Cs2O2Pb1,2268.0,-4.303713285,Cs2O2Pb1
Cs2O3Pb1,2908.0,-4.60183826917,Cs2O3Pb1
Cs2O3Sn2,24392.0,-4.9629767421399995,Cs2O3Sn2
Cs2O3Te1,59164.0,-4.7853837308300005,Cs2O3Te1
Cs2O4S1,438.0,-5.49085674357,Cs2O4S1
Cs2O4Se1,66526.0,-4.9766335457099995,Cs2O4Se1
Cs2O4Te1,88059.0,-4.93246314464,Cs2O4Te1
Cs2O7P2Sr1,39507.0,-6.55701718875,Cs2O7P2Sr1
Cs4P2Se10,418434.0,-3.72954792,Cs2P1Se5
Cs2Pd1Sb2,658702.0,-3.1038381,Cs2Pd1Sb2
Cs2Pt1Sb2,658700.0,-3.244135253,Cs2Pt1Sb2
Cs2S10Sb2Sn3,428445.0,-4.297247459709999,Cs2S10Sb2Sn3
Cs2S2Te1,424584.0,-3.456170005,Cs2S2Te1
Cs2S3Te1,424890.0,-3.6314261325,Cs2S3Te1
Cs4Sb2,92474.0,-2.35005880208,Cs2Sb1
Cs4Se6Sn2,67251.0,-3.64322143,Cs2Se3Sn1
Cs2Se7Sn3,69680.0,-3.83921083625,Cs2Se7Sn3
Cs2Sn1Te4,74826.0,-3.24965058536,Cs2Sn1Te4
Cs3I9Sb2,1447.0,-2.66905305643,Cs3I9Sb2
Cs3Na1Pb4,411893.0,-2.59870878062,Cs3Na1Pb4
Cs3Na2P3Sn1,50533.0,-3.220130805,Cs3Na2P3Sn1
Cs3O3Sb1,279580.0,-4.58136413679,Cs3O3Sb1
Cs3O4P1,161678.0,-5.595910215,Cs3O4P1
Cs3O4Sb1,411211.0,-4.88388718844,Cs3O4Sb1
Cs3P1Se4,415021.0,-3.65371719312,Cs3P1Se4
Cs6P2Se14Sn2,87578.0,-3.7584299633300002,Cs3P1Se7Sn1
Cs3S3Sb1,426551.0,-3.71677625857,Cs3S3Sb1
Cs3S4Sb1,409619.0,-3.8287027690599995,Cs3S4Sb1
Cs3Sb1,53243.0,-2.00765166,Cs3Sb1
Cs3Sb1Se3,89609.0,-3.43775396143,Cs3Sb1Se3
Cs3Sb1Se4,404083.0,-3.48809386,Cs3Sb1Se4
Cs6Sn2Te6,280070.0,-3.17146709286,Cs3Sn1Te3
Cs4Ge1P4S12,237792.0,-4.47633284929,Cs4Ge1P4S12
Cs4O3Pb1,65246.0,-3.8995544840599994,Cs4O3Pb1
Cs4O4Pb1,52532.0,-4.22542539056,Cs4O4Pb1
Cs4O4Sn1,65970.0,-4.49762192194,Cs4O4Sn1
Cs4P2Pd1Se8,165313.0,-3.76993455333,Cs4P2Pd1Se8
Cs4P2Se9,81298.0,-3.743726969,Cs4P2Se9
Cs4Sn2Te7,40557.0,-3.2564973957700003,Cs4Sn2Te7
Cs5In1P4Se12,50504.0,-3.8943908018199997,Cs5In1P4Se12
Cs6Ga1K3Sb4,300150.0,-2.4385259242900004,Cs6Ga1K3Sb4
Cs6Ga1Sb3,300216.0,-2.477756838,Cs6Ga1Sb3
F10Hg1O2Te2,194226.0,-4.080041042,F10Hg1O2Te2
F12Hf3O1Rb2,95847.0,-6.668672605555555,F12Hf3O1Rb2
F12K2O1Zr3,281350.0,-6.356021528055555,F12K2O1Zr3
F12O1Rb2Zr3,95848.0,-6.338263968333332,F12O1Rb2Zr3
F12O1Tl2Zr3,48003.0,-6.246518809722222,F12O1Tl2Zr3
F18Sb3Tl1,421924.0,-4.376078287272727,F18Sb3Tl1
F1Ga1O3Te1,241140.0,-5.475180885416666,F1Ga1O3Te1
F1Ga1O4Sr3,50735.0,-6.086144743333333,F1Ga1O4Sr3
F1Hg2O3P1,414292.0,-4.769673389285714,F1Hg2O3P1
F1I1O2,280804.0,-4.00033253625,F1I1O2
F2I2O6S2,49562.0,-4.759591344166666,F1I1O3S1
F1In1O1,2521.0,-5.214047909166667,F1In1O1
F1In1O3Te1,260009.0,-5.349213657916667,F1In1O3Te1
F1In1O5Te2,290265.0,-5.341642321388889,F1In1O5Te2
F1K1O2S1,93058.0,-5.195589887,F1K1O2S1
F1K1O2Se1,78398.0,-4.842303041,F1K1O2Se1
F1K1O6Te3,95727.0,-5.198373918181818,F1K1O6Te3
F1K2O3P1,15691.0,-5.877565949642857,F1K2O3P1
F1K3O4S1,81835.0,-5.274861249444445,F1K3O4S1
F1K3O4Se1,82750.0,-4.853784171666667,F1K3O4Se1
F1La1O1,76427.0,-7.574070491666667,F1La1O1
F3La3O9Si3,89522.0,-7.783390968333332,F1La1O3Si1
F1La1S1,31938.0,-6.538367658333333,F1La1S1
F1La1Se1,21010.0,-6.2197637850000005,F1La1Se1
F1La3N4Si1,429558.0,-7.703834475,F1La3N4Si1
F1Li1O3S1,1384.0,-5.555918804166668,F1Li1O3S1
F3N3S3,21015.0,-5.096225036666667,F1N1S1
F1N1Ti1,290034.0,-7.507050291666666,F1N1Ti1
F2N4O6S8,31789.0,-5.4666804155,F1N2O3S4
F1N3O2S4,14028.0,-5.5250474805000005,F1N3O2S4
F1N3Ta2,182353.0,-8.521182376666667,F1N3Ta2
F1Na3O4S1,9519.0,-4.960887648888889,F1Na3O4S1
F1Na3O4W1,417289.0,-6.2072321583333325,F1Na3O4W1
F1O12P3Pb5,20500.0,-6.521559889047619,F1O12P3Pb5
F2O24P6Sr10,262703.0,-7.097982642142857,F1O12P3Sr5
F1O1Sb1,21099.0,-5.491536326666666,F1O1Sb1
F1O1Sc1,100563.0,-7.695229398333333,F1O1Sc1
F1O1Y1,14282.0,-7.988518186666667,F1O1Y1
F1O2Rb1S1,93066.0,-5.171391678,F1O2Rb1S1
F1O3P1Rb2,172343.0,-5.82507307357143,F1O3P1Rb2
F1O3P1Sn1,2039.0,-6.431943526666667,F1O3P1Sn1
F1O3S1Tl1,424114.0,-5.293966153333334,F1O3S1Tl1
F1O3Sc1Se1,427935.0,-6.545765256666668,F1O3Sc1Se1
F1O3Sc1Te1,260008.0,-6.616527011666666,F1O3Sc1Te1
F1O3Se1Y1,251183.0,-6.711997731666667,F1O3Se1Y1
F1O4Rb1S1,8275.0,-5.097261676428571,F1O4Rb1S1
F1O4S1Y1,92288.0,-6.987764752142858,F1O4S1Y1
F2Sb2Se4Sr2,171430.0,-4.651029329,F1Sb1Se2Sr1
F1Sb1Sr1Zn1,189935.0,-4.01077712875,F1Sb1Sr1Zn1
F2Hg3S2,16927.0,-2.6057664042857143,F2Hg3S2
F2I1K1O2,26600.0,-4.198602527083334,F2I1K1O2
F2I1Na1O2,260003.0,-4.190845534166667,F2I1Na1O2
F2K1N1O1,240891.0,-4.847675500999999,F2K1N1O1
F2K1O2P1,26640.0,-5.8466034083333325,F2K1O2P1
F2K2O5P2,1659.0,-6.161174899090909,F2K2O5P2
F2Mg3O4Si1,252073.0,-6.44043592475,F2Mg3O4Si1
F2Mg5O8Si2,252072.0,-6.631352395882352,F2Mg5O8Si2
F2N3O1P1,248120.0,-6.50561115,F2N3O1P1
F2O1,430183.0,-2.873366235,F2O1
F2O11Si3Y4,188771.0,-8.20963316125,F2O11Si3Y4
F2O1Pb2,10416.0,-5.133929856,F2O1Pb2
F2O1S1,48148.0,-4.742533670625,F2O1S1
F2O1Se1,12110.0,-4.42339070625,F2O1Se1
F4O2Sn4,948.0,-5.249840657,F2O1Sn2
F2O1Te1,88415.0,-4.70004666875,F2O1Te1
F2O2P1Rb1,1980.0,-5.8294592354166666,F2O2P1Rb1
F2O2S1,62968.0,-5.0287784025,F2O2S1
F2O3Te2,82162.0,-5.007295001428573,F2O3Te2
F2O4Pb2S1,69607.0,-5.643795687222222,F2O4Pb2S1
F2O5S2,66514.0,-5.3394186872222225,F2O5S2
F2O6S2Sn1,66483.0,-5.59142753,F2O6S2Sn1
F30O6Te7,2174.0,-4.301961485581396,F30O6Te7
F32O1Pb8Y6,201968.0,-5.9499979427659575,F32O1Pb8Y6
F3I1O1,4076.0,-3.6707483515,F3I1O1
F3K1O1Te1,411806.0,-4.649168659375,F3K1O1Te1
F3K3O4Ti1,39811.0,-5.386930909545455,F3K3O4Ti1
F3O1P1,250498.0,-5.623872631999999,F3O1P1
F3O4P1Sn3,37133.0,-5.936311943636364,F3O4P1Sn3
F6Pb2,23467.0,-4.458272554375,F3Pb1
F6Sn2,33786.0,-4.8420036325,F3Sn1
F4K2O1Te1,412955.0,-4.533272499375,F4K2O1Te1
F4Li1Sb1,428177.0,-4.822585924583334,F4Li1Sb1
F4Na2O2W1,201173.0,-5.945264378888887,F4Na2O2W1
F4O1W1,10393.0,-6.28963788625,F4O1W1
F4O3P2,248122.0,-5.980002546666666,F4O3P2
F4S1,425996.0,-3.97771908825,F4S1
F4Sb1Tl1,201084.0,-4.551210528333333,F4Sb1Tl1
F5I1N2O4,406388.0,-4.681447045416667,F5I1N2O4
F5O1Sn2,409393.0,-5.08099796125,F5O1Sn2
F5O2S1Sb1,67273.0,-4.9068131797222225,F5O2S1Sb1
F5O2Sb3,67157.0,-5.226296098500001,F5O2Sb3
F5Te1Tl1,90619.0,-4.2386967760714285,F5Te1Tl1
F6Hg2O1Zn2,27330.0,-3.505700472727273,F6Hg2O1Zn2
F6Hg3S2Si1,23605.0,-3.940149565833333,F6Hg3S2Si1
F6Hg4O1,99995.0,-2.8132611227272726,F6Hg4O1
F6I2O3,201202.0,-3.6801627411363635,F6I2O3
F12I4Sb2,63301.0,-3.8168129533333337,F6I2Sb1
F6Li2O3Ta2,405777.0,-6.902882157435897,F6Li2O3Ta2
F6N1O2Sb1,429243.0,-4.844143129,F6N1O2Sb1
F6N1S2Sb1,170871.0,-4.732813763999999,F6N1S2Sb1
F6Na1P1,90615.0,-4.97072962,F6Na1P1
F6O1Sn4,78356.0,-5.045326416363637,F6O1Sn4
F6O2P1Sb1,51535.0,-5.3489778785,F6O2P1Sb1
F6O4Pb1Zr3,60959.0,-7.267862433214287,F6O4Pb1Zr3
F6P1Tl1,28899.0,-4.8729174159375,F6P1Tl1
F12Sb2Te4,201222.0,-4.260170385,F6Sb1Te2
F6Sb1Tl1,36264.0,-4.52510346,F6Sb1Tl1
F6Sn1Tl2,410801.0,-4.486196743333334,F6Sn1Tl2
F14I2Pb8,36337.0,-4.612683664583334,F7I1Pb4
F7Li1Sb2,428176.0,-4.822740686,F7Li1Sb2
F7Pb1Sb1,429016.0,-4.700566239444445,F7Pb1Sb1
F7Pb1Ta1,417253.0,-5.924877752222222,F7Pb1Ta1
F14Sb4,35709.0,-4.724174604722221,F7Sb2
F7Sn1Tl1,78899.0,-4.3102322002777775,F7Sn1Tl1
F8I1O2Sb1,201199.0,-4.099483630208334,F8I1O2Sb1
F8O1P1Sb1,412743.0,-5.039218280454545,F8O1P1Sb1
F9O6Y7,1893.0,-7.7049887856818176,F9O6Y7
Ga1Hf2Sb3,189076.0,-5.693978851669999,Ga1Hf2Sb3
Ga1Hf5Sn3,183490.0,-6.60749376278,Ga1Hf5Sn3
Ga1I3O9,171008.0,-4.59469588308,Ga1I3O9
Ga2K2O24P8,200610.0,-6.850647416669999,Ga1K1O12P4
Ga1K1O6Se2,250870.0,-5.36492734275,Ga1K1O6Se2
Ga1K1O7P2,86310.0,-6.68598391205,Ga1K1O7P2
Ga1La1O1S2,2238.0,-5.99523613,Ga1La1O1S2
Ga1La1O1Se2,48024.0,-5.6833528565,Ga1La1O1Se2
Ga1La3O1S5,38067.0,-6.203468888250001,Ga1La3O1S5
Ga1Li1O6Se2,250868.0,-5.46251335025,Ga1Li1O6Se2
Ga1N1O1Zn1,160637.0,-5.29046107094,Ga1N1O1Zn1
Ga1N5O14,280269.0,-5.8807887679999995,Ga1N5O14
Ga1Na1O6Se2,250869.0,-5.35056760325,Ga1Na1O6Se2
Ga1O12P3Zr2,165330.0,-7.696709289439997,Ga1O12P3Zr2
Ga1O4P1,155445.0,-6.807963163330001,Ga1O4P1
Ga1O6Sb1Sr2,157015.0,-6.258070339,Ga1O6Sb1Sr2
Ga1Pb3Zr5,604202.0,-5.61557214278,Ga1Pb3Zr5
Ga1Se4Ta4Te4,182921.0,-5.69597570462,Ga1Se4Ta4Te4
Ga2Ge1S6Sn1,195177.0,-4.439311,Ga2Ge1S6Sn1
Ga2O11Te4,94349.0,-5.57008846294,Ga2O11Te4
Ga2O12S3,79304.0,-5.97888665324,Ga2O12S3
Ga2O16P5Rb1,413834.0,-6.8356461627100025,Ga2O16P5Rb1
Ga2O6Te1,78346.0,-5.803354271109999,Ga2O6Te1
Ga2Sn1Ta5,635448.0,-7.118045438119999,Ga2Sn1Ta5
Ga3O7P1,59364.0,-6.455494853639999,Ga3O7P1
Ga4Ge1Pb4S12,250746.0,-4.45329241214,Ga4Ge1Pb4S12
Ga4Ge1Pb4Se12,250747.0,-4.0344272090499995,Ga4Ge1Pb4Se12
Ga9O2S13Tl3,61256.0,-4.4396263937,Ga9O2S13Tl3
Ge1I1O6Rb1,73613.0,-5.14423989,Ge1I1O6Rb1
Ge1I6K2O18,2826.0,-4.57978379667,Ge1I6K2O18
Ge1K1N1O1,60002.0,-5.7765902343699995,Ge1K1N1O1
Ge1K4P4S12,237790.0,-4.48342772333,Ge1K4P4S12
Ge1N2O1Si1,169122.0,-7.418658107000001,Ge1N2O1Si1
Ge1Na1O5Sb1,39646.0,-6.01029591625,Ge1Na1O5Sb1
Ge1Na2O6Te1,88789.0,-5.552034834500001,Ge1Na2O6Te1
Ge1O12Pb2Se4,424286.0,-5.53450974211,Ge1O12Pb2Se4
Ge1O4Pb1Sr1,427843.0,-6.26118054,Ge1O4Pb1Sr1
Ge1O6Se2,422883.0,-5.62397604278,Ge1O6Se2
Ge1O6Sr1Te1,88790.0,-6.16833818778,Ge1O6Sr1Te1
Ge1O6Te2,260278.0,-5.74786509889,Ge1O6Te2
Ge1O7P2,74876.0,-6.973987344,Ge1O7P2
Ge1O8P2Sr1,423041.0,-7.03855865,Ge1O8P2Sr1
Ge2P2Rb6Se14,261951.0,-3.79727035542,Ge1P1Rb3Se7
Ge1P4Rb4S12,237791.0,-4.47070738262,Ge1P4Rb4S12
Ge1Pb1S4Tl2,14112.0,-4.15417281531,Ge1Pb1S4Tl2
Ge1Pb3Zr5,604203.0,-5.846278415,Ge1Pb3Zr5
Ge1Sb3Zr5,637826.0,-6.27741743444,Ge1Sb3Zr5
Ge4I4S6,24371.0,-3.84742962143,Ge2I2S3
Ge2K1O12P3,66825.0,-6.777924609169999,Ge2K1O12P3
Ge2Li1O12P3,69763.0,-6.82113833,Ge2Li1O12P3
Ge2N2O1,200849.0,-6.7135347229999995,Ge2N2O1
Ge2Pb1Sr2,193219.0,-3.7850439419999997,Ge2Pb1Sr2
Ge3O12Sb4,421470.0,-6.23297251895,Ge3O12Sb4
Ge3O9Sb2,95735.0,-6.30346952857,Ge3O9Sb2
Ge4Na1O12P3,240922.0,-6.62141473025,Ge4Na1O12P3
Ge5O25P6,9212.0,-6.8950896863899995,Ge5O25P6
Hf1I1N1,190384.0,-7.4079384183300006,Hf1I1N1
Hf1N1O3Ta1,186409.0,-9.51343513,Hf1N1O3Ta1
Hf1O1S1,23327.0,-8.34201918583,Hf1O1S1
Hf1O8Te3,9078.0,-6.469323510830001,Hf1O8Te3
Hf1P2S6,47228.0,-5.55667653556,Hf1P2S6
Hf1Pb1S4Tl2,237509.0,-5.054255041869999,Hf1Pb1S4Tl2
Hf1Pb1Se4Tl2,237510.0,-4.65996130375,Hf1Pb1Se4Tl2
Hf1Pd1Sn1,106773.0,-5.7034718,Hf1Pd1Sn1
Hf1Pt1Sn1,104261.0,-5.48351629,Hf1Pt1Sn1
Hf1Sn1,104272.0,-6.33717873625,Hf1Sn1
Hf1Sn2,638946.0,-5.634601613330001,Hf1Sn2
Hf2N2S1,250915.0,-9.150684066,Hf2N2S1
Hf2O9P2,416013.0,-8.438274679620001,Hf2O9P2
Hf2P1Sb1,638764.0,-7.36275663875,Hf2P1Sb1
Hf2Pd1Sb3,195060.0,-5.72915367,Hf2Pd1Sb3
Hf3Pd1Sb7,195052.0,-5.51784200841,Hf3Pd1Sb7
Hf5Pb1,168288.0,-7.352955903330001,Hf5Pb1
Hf5Sn3,638939.0,-6.90852961,Hf5Sn3
Hf5Sn4,638945.0,-6.6470321744400005,Hf5Sn4
Hg1I1N1O3,32580.0,-4.38067196833,Hg1I1N1O3
Hg1I2O6,191385.0,-4.00718167556,Hg1I2O6
Hg1K1S3Sb1,63623.0,-3.5105899075,Hg1K1S3Sb1
Hg1K2P2Se6,50960.0,-3.6430130945499997,Hg1K2P2Se6
Hg2N2O4,61064.0,-4.7050848025,Hg1N1O2
Hg2N2O6,412934.0,-4.87064999025,Hg1N1O3
Hg1N3O6Rb1,28644.0,-4.50726558818,Hg1N3O6Rb1
Hg1N3O6Tl1,28646.0,-4.45270382,Hg1N3O6Tl1
Hg1Na1O4P1,32511.0,-5.527920895,Hg1Na1O4P1
Hg1Na2Pb1,261791.0,-1.844184485,Hg1Na2Pb1
Hg1O3Se1,412547.0,-4.3514697895,Hg1O3Se1
Hg1O3Te1,61673.0,-4.4173039305,Hg1O3Te1
Hg1O4S1,28402.0,-4.98771501583,Hg1O4S1
Hg1O4Se1,412403.0,-4.41377744583,Hg1O4Se1
Hg1O7P2Pd1,420533.0,-5.961301603180001,Hg1O7P2Pd1
Hg1O7S2,188010.0,-5.30467380325,Hg1O7S2
Hg1O8P2Pd2,195304.0,-5.7340160634599995,Hg1O8P2Pd2
Hg2P2S6,2564.0,-3.8112064219999997,Hg1P1S3
Hg2P2Se6,639132.0,-3.3564340735000004,Hg1P1Se3
Hg1Pb1Sr1,602710.0,-2.376545055,Hg1Pb1Sr1
Hg1Rb1Sb1Se3,89018.0,-3.17917087292,Hg1Rb1Sb1Se3
Hg1Rb2Sn1Te4,262390.0,-2.9172162999999998,Hg1Rb2Sn1Te4
Hg1Se4Sn1Tl2,247764.0,-3.224351205,Hg1Se4Sn1Tl2
Hg1Sn1Sr1,602716.0,-2.55802454833,Hg1Sn1Sr1
Hg1Sn1Te4Tl2,172505.0,-2.93088312625,Hg1Sn1Te4Tl2
Hg2I1Na1O2,14125.0,-2.93956646167,Hg2I1Na1O2
Hg2I1O1,33275.0,-2.0524271125,Hg2I1O1
Hg2I2Pb1S2,59204.0,-2.56818070786,Hg2I2Pb1S2
