id,action_node_id,comp_type
icsd_155273,_1_1_2_6|tetragonal|icsd_155273,_1_1_2_6
icsd_072816,_1_1_2_6|orthorhombic|icsd_072816,_1_1_2_6
icsd_082157,_1_1_2_6|orthorhombic|icsd_082157,_1_1_2_6
icsd_181752,_1_1_2_6|cubic|icsd_181752,_1_1_2_6
icsd_152892,_1_1_2_6|monoclinic|icsd_152892,_1_1_2_6
icsd_380254,_1_1_2_6|monoclinic|icsd_380254,_1_1_2_6
icsd_051611,_1_1_2_6|cubic|icsd_051611,_1_1_2_6
icsd_088152,_1_1_2_6|monoclinic|icsd_088152,_1_1_2_6
icsd_088789,_1_1_2_6|trigonal|icsd_088789,_1_1_2_6
icsd_172166,_1_1_2_6|cubic|icsd_172166,_1_1_2_6
icsd_421269,_1_1_2_6|monoclinic|icsd_421269,_1_1_2_6
icsd_262320,_1_1_2_6|tetragonal|icsd_262320,_1_1_2_6
icsd_051609,_1_1_2_6|cubic|icsd_051609,_1_1_2_6
icsd_085461,_1_1_2_6|monoclinic|icsd_085461,_1_1_2_6
icsd_416606,_1_1_2_6|tetragonal|icsd_416606,_1_1_2_6
icsd_081883,_1_1_2_6|monoclinic|icsd_081883,_1_1_2_6
icsd_079353,_1_1_2_6|tetragonal|icsd_079353,_1_1_2_6
icsd_099742,_1_1_2_6|monoclinic|icsd_099742,_1_1_2_6
icsd_159526,_1_1_2_6|monoclinic|icsd_159526,_1_1_2_6
icsd_245470,_1_1_2_6|tetragonal|icsd_245470,_1_1_2_6
icsd_262322,_1_1_2_6|monoclinic|icsd_262322,_1_1_2_6
icsd_196334,_1_1_2_6|cubic|icsd_196334,_1_1_2_6
icsd_416605,_1_1_2_6|cubic|icsd_416605,_1_1_2_6
icsd_164699,_1_1_2_6|cubic|icsd_164699,_1_1_2_6
icsd_095523,_1_1_2_6|cubic|icsd_095523,_1_1_2_6
icsd_089955,_1_1_2_6|monoclinic|icsd_089955,_1_1_2_6
icsd_072813,_1_1_2_6|tetragonal|icsd_072813,_1_1_2_6
icsd_172762,_1_1_2_6|cubic|icsd_172762,_1_1_2_6
icsd_071971,_1_1_2_6|trigonal|icsd_071971,_1_1_2_6
icsd_262318,_1_1_2_6|cubic|icsd_262318,_1_1_2_6
icsd_154011,_1_1_2_6|monoclinic|icsd_154011,_1_1_2_6
icsd_247210,_1_1_2_6|tetragonal|icsd_247210,_1_1_2_6
icsd_195323,_1_1_2_6|monoclinic|icsd_195323,_1_1_2_6
icsd_074029,_1_1_2_6|cubic|icsd_074029,_1_1_2_6
icsd_028597,_1_1_2_6|cubic|icsd_028597,_1_1_2_6
icsd_261844,_1_1_2_6|tetragonal|icsd_261844,_1_1_2_6
icsd_181751,_1_1_2_6|cubic|icsd_181751,_1_1_2_6
icsd_079495,_1_1_2_6|monoclinic|icsd_079495,_1_1_2_6
icsd_072973,_1_1_2_6|orthorhombic|icsd_072973,_1_1_2_6
icsd_024435,_1_1_2_6|trigonal|icsd_024435,_1_1_2_6
icsd_195331,_1_1_2_6|monoclinic|icsd_195331,_1_1_2_6
icsd_159543,_1_1_2_6|monoclinic|icsd_159543,_1_1_2_6
icsd_262994,_1_1_2_6|monoclinic|icsd_262994,_1_1_2_6
icsd_001429,_1_1_2_6|monoclinic|icsd_001429,_1_1_2_6
icsd_071969,_1_1_2_6|trigonal|icsd_071969,_1_1_2_6
icsd_020482,_1_1_2_6|orthorhombic|icsd_020482,_1_1_2_6
icsd_173119,_1_1_2_6|triclinic|icsd_173119,_1_1_2_6
icsd_068466,_1_1_2_6|orthorhombic|icsd_068466,_1_1_2_6
icsd_238044,_1_1_2_6|orthorhombic|icsd_238044,_1_1_2_6
icsd_249461,_1_1_2_6|monoclinic|icsd_249461,_1_1_2_6
icsd_152575,_1_1_2_6|cubic|icsd_152575,_1_1_2_6
icsd_163761,_1_1_2_6|monoclinic|icsd_163761,_1_1_2_6
icsd_062120,_1_1_2_6|monoclinic|icsd_062120,_1_1_2_6
icsd_034201,_1_1_2_6|cubic|icsd_034201,_1_1_2_6
icsd_153430,_1_1_2_6|monoclinic|icsd_153430,_1_1_2_6
icsd_050468,_1_1_2_6|trigonal|icsd_050468,_1_1_2_6
icsd_159542,_1_1_2_6|monoclinic|icsd_159542,_1_1_2_6
icsd_157021,_1_1_2_6|tetragonal|icsd_157021,_1_1_2_6
icsd_097972,_1_1_2_6|trigonal|icsd_097972,_1_1_2_6
icsd_072811,_1_1_2_6|cubic|icsd_072811,_1_1_2_6
icsd_280778,_1_1_2_6|triclinic|icsd_280778,_1_1_2_6
icsd_022110,_1_1_2_6|tetragonal|icsd_022110,_1_1_2_6
icsd_068467,_1_1_2_6|monoclinic|icsd_068467,_1_1_2_6
icsd_250868,_1_1_2_6|tetragonal|icsd_250868,_1_1_2_6
icsd_171011,_1_1_2_6|triclinic|icsd_171011,_1_1_2_6
icsd_074410,_1_1_2_6|hexagonal|icsd_074410,_1_1_2_6
icsd_202245,_1_1_2_6|monoclinic|icsd_202245,_1_1_2_6
icsd_078678,_1_1_2_6|cubic|icsd_078678,_1_1_2_6
icsd_099090,_1_1_2_6|cubic|icsd_099090,_1_1_2_6
icsd_097028,_1_1_2_6|cubic|icsd_097028,_1_1_2_6
icsd_100793,_1_1_2_6|monoclinic|icsd_100793,_1_1_2_6
icsd_081203,_1_1_2_6|cubic|icsd_081203,_1_1_2_6
icsd_151617,_1_1_2_6|tetragonal|icsd_151617,_1_1_2_6
icsd_063273,_1_1_2_6|trigonal|icsd_063273,_1_1_2_6
icsd_080423,_1_1_2_6|orthorhombic|icsd_080423,_1_1_2_6
icsd_407225,_1_1_2_6|orthorhombic|icsd_407225,_1_1_2_6
icsd_088523,_1_1_2_6|monoclinic|icsd_088523,_1_1_2_6
icsd_150704,_1_1_2_6|tetragonal|icsd_150704,_1_1_2_6
icsd_193059,_1_1_2_6|trigonal|icsd_193059,_1_1_2_6
icsd_246543,_1_1_2_6|cubic|icsd_246543,_1_1_2_6
icsd_065337,_1_1_2_6|monoclinic|icsd_065337,_1_1_2_6
icsd_152890,_1_1_2_6|monoclinic|icsd_152890,_1_1_2_6
icsd_077835,_1_1_2_6|cubic|icsd_077835,_1_1_2_6
icsd_009385,_1_1_2_6|cubic|icsd_009385,_1_1_2_6
icsd_414435,_1_1_2_6|monoclinic|icsd_414435,_1_1_2_6
icsd_171517,_1_1_2_6|trigonal|icsd_171517,_1_1_2_6
icsd_180306,_1_1_2_6|monoclinic|icsd_180306,_1_1_2_6
icsd_246544,_1_1_2_6|cubic|icsd_246544,_1_1_2_6
icsd_290893,_1_1_2_6|monoclinic|icsd_290893,_1_1_2_6
icsd_174143,_1_1_2_6|cubic|icsd_174143,_1_1_2_6
icsd_015526,_1_1_2_6|orthorhombic|icsd_015526,_1_1_2_6
icsd_201461,_1_1_2_6|orthorhombic|icsd_201461,_1_1_2_6
icsd_238497,_1_1_2_6|orthorhombic|icsd_238497,_1_1_2_6
icsd_088785,_1_1_2_6|trigonal|icsd_088785,_1_1_2_6
icsd_027345,_1_1_2_6|cubic|icsd_027345,_1_1_2_6
icsd_153495,_1_1_2_6|tetragonal|icsd_153495,_1_1_2_6
icsd_425448,_1_1_2_6|monoclinic|icsd_425448,_1_1_2_6
icsd_153855,_1_1_2_6|monoclinic|icsd_153855,_1_1_2_6
icsd_186802,_1_1_2_6|orthorhombic|icsd_186802,_1_1_2_6
icsd_039351,_1_1_2_6|tetragonal|icsd_039351,_1_1_2_6
icsd_081885,_1_1_2_6|monoclinic|icsd_081885,_1_1_2_6
icsd_086274,_1_1_2_6|tetragonal|icsd_086274,_1_1_2_6
icsd_170640,_1_1_2_6|trigonal|icsd_170640,_1_1_2_6
icsd_033569,_1_1_2_6|tetragonal|icsd_033569,_1_1_2_6
icsd_063686,_1_1_2_6|monoclinic|icsd_063686,_1_1_2_6
icsd_195218,_1_1_2_6|monoclinic|icsd_195218,_1_1_2_6
icsd_099699,_1_1_2_6|monoclinic|icsd_099699,_1_1_2_6
icsd_009387,_1_1_2_6|cubic|icsd_009387,_1_1_2_6
icsd_420302,_1_1_2_6|trigonal|icsd_420302,_1_1_2_6
icsd_201983,_1_1_2_6|monoclinic|icsd_201983,_1_1_2_6
icsd_081683,_1_1_2_6|cubic|icsd_081683,_1_1_2_6
icsd_005084,_1_1_2_6|trigonal|icsd_005084,_1_1_2_6
icsd_413288,_1_1_2_6|triclinic|icsd_413288,_1_1_2_6
icsd_155549,_1_1_2_6|trigonal|icsd_155549,_1_1_2_6
icsd_245596,_1_1_2_6|monoclinic|icsd_245596,_1_1_2_6
icsd_155269,_1_1_2_6|monoclinic|icsd_155269,_1_1_2_6
icsd_074030,_1_1_2_6|cubic|icsd_074030,_1_1_2_6
icsd_159538,_1_1_2_6|monoclinic|icsd_159538,_1_1_2_6
icsd_261031,_1_1_2_6|monoclinic|icsd_261031,_1_1_2_6
icsd_202244,_1_1_2_6|monoclinic|icsd_202244,_1_1_2_6
icsd_082158,_1_1_2_6|monoclinic|icsd_082158,_1_1_2_6
icsd_174141,_1_1_2_6|monoclinic|icsd_174141,_1_1_2_6
icsd_028267,_1_1_2_6|trigonal|icsd_028267,_1_1_2_6
icsd_152679,_1_1_2_6|cubic|icsd_152679,_1_1_2_6
icsd_246513,_1_1_2_6|triclinic|icsd_246513,_1_1_2_6
icsd_097744,_1_1_2_6|monoclinic|icsd_097744,_1_1_2_6
icsd_157015,_1_1_2_6|tetragonal|icsd_157015,_1_1_2_6
icsd_409751,_1_1_2_6|monoclinic|icsd_409751,_1_1_2_6
icsd_157854,_1_1_2_6|tetragonal|icsd_157854,_1_1_2_6
icsd_154149,_1_1_2_6|trigonal|icsd_154149,_1_1_2_6
icsd_413634,_1_1_2_6|monoclinic|icsd_413634,_1_1_2_6
icsd_091234,_1_1_2_6|orthorhombic|icsd_091234,_1_1_2_6
icsd_159525,_1_1_2_6|monoclinic|icsd_159525,_1_1_2_6
icsd_170947,_1_1_2_6|monoclinic|icsd_170947,_1_1_2_6
icsd_186800,_1_1_2_6|tetragonal|icsd_186800,_1_1_2_6
icsd_416232,_1_1_2_6|monoclinic|icsd_416232,_1_1_2_6
icsd_279616,_1_1_2_6|monoclinic|icsd_279616,_1_1_2_6
icsd_183780,_1_1_2_6|monoclinic|icsd_183780,_1_1_2_6
icsd_261845,_1_1_2_6|orthorhombic|icsd_261845,_1_1_2_6
icsd_409686,_1_1_2_6|monoclinic|icsd_409686,_1_1_2_6
icsd_173608,_1_1_2_6|monoclinic|icsd_173608,_1_1_2_6
icsd_238499,_1_1_2_6|orthorhombic|icsd_238499,_1_1_2_6
icsd_157982,_1_1_2_6|monoclinic|icsd_157982,_1_1_2_6
icsd_091791,_1_1_2_6|tetragonal|icsd_091791,_1_1_2_6
icsd_200305,_1_1_2_6|monoclinic|icsd_200305,_1_1_2_6
icsd_033623,_1_1_2_6|cubic|icsd_033623,_1_1_2_6
icsd_427115,_1_1_2_6|cubic|icsd_427115,_1_1_2_6
icsd_023430,_1_1_2_6|cubic|icsd_023430,_1_1_2_6
icsd_262046,_1_1_2_6|triclinic|icsd_262046,_1_1_2_6
icsd_150703,_1_1_2_6|tetragonal|icsd_150703,_1_1_2_6
icsd_081880,_1_1_2_6|monoclinic|icsd_081880,_1_1_2_6
icsd_202864,_1_1_2_6|cubic|icsd_202864,_1_1_2_6
icsd_090152,_1_1_2_6|monoclinic|icsd_090152,_1_1_2_6
icsd_073895,_1_1_2_6|orthorhombic|icsd_073895,_1_1_2_6
icsd_195324,_1_1_2_6|monoclinic|icsd_195324,_1_1_2_6
icsd_006240,_1_1_2_6|triclinic|icsd_006240,_1_1_2_6
icsd_037027,_1_1_2_6|monoclinic|icsd_037027,_1_1_2_6
icsd_009386,_1_1_2_6|cubic|icsd_009386,_1_1_2_6
icsd_161981,_1_1_2_6|monoclinic|icsd_161981,_1_1_2_6
icsd_083455,_1_1_2_6|cubic|icsd_083455,_1_1_2_6
icsd_412998,_1_1_2_6|cubic|icsd_412998,_1_1_2_6
icsd_280069,_1_1_2_6|monoclinic|icsd_280069,_1_1_2_6
icsd_097016,_1_1_2_6|trigonal|icsd_097016,_1_1_2_6
icsd_262319,_1_1_2_6|cubic|icsd_262319,_1_1_2_6
icsd_246112,_1_1_2_6|cubic|icsd_246112,_1_1_2_6
icsd_191563,_1_1_2_6|cubic|icsd_191563,_1_1_2_6
icsd_009382,_1_1_2_6|cubic|icsd_009382,_1_1_2_6
icsd_072150,_1_1_2_6|monoclinic|icsd_072150,_1_1_2_6
icsd_195328,_1_1_2_6|monoclinic|icsd_195328,_1_1_2_6
icsd_098739,_1_1_2_6|cubic|icsd_098739,_1_1_2_6
icsd_096477,_1_1_2_6|monoclinic|icsd_096477,_1_1_2_6
icsd_079787,_1_1_2_6|orthorhombic|icsd_079787,_1_1_2_6
icsd_073894,_1_1_2_6|orthorhombic|icsd_073894,_1_1_2_6
icsd_151816,_1_1_2_6|monoclinic|icsd_151816,_1_1_2_6
icsd_074633,_1_1_2_6|tetragonal|icsd_074633,_1_1_2_6
icsd_151837,_1_1_2_6|monoclinic|icsd_151837,_1_1_2_6
icsd_159055,_1_1_2_6|monoclinic|icsd_159055,_1_1_2_6
icsd_051608,_1_1_2_6|cubic|icsd_051608,_1_1_2_6
icsd_073472,_1_1_2_6|monoclinic|icsd_073472,_1_1_2_6
icsd_100713,_1_1_2_6|monoclinic|icsd_100713,_1_1_2_6
icsd_089017,_1_1_2_6|monoclinic|icsd_089017,_1_1_2_6
icsd_067880,_1_1_2_6|cubic|icsd_067880,_1_1_2_6
icsd_068906,_1_1_2_6|monoclinic|icsd_068906,_1_1_2_6
icsd_170824,_1_1_2_6|monoclinic|icsd_170824,_1_1_2_6
icsd_091476,_1_1_2_6|orthorhombic|icsd_091476,_1_1_2_6
icsd_000202,_1_1_2_6|trigonal|icsd_000202,_1_1_2_6
icsd_097256,_1_1_2_6|monoclinic|icsd_097256,_1_1_2_6
icsd_162768,_1_1_2_6|tetragonal|icsd_162768,_1_1_2_6
icsd_002441,_1_1_2_6|orthorhombic|icsd_002441,_1_1_2_6
icsd_155310,_1_1_2_6|tetragonal|icsd_155310,_1_1_2_6
icsd_281258,_1_1_2_6|orthorhombic|icsd_281258,_1_1_2_6
icsd_095519,_1_1_2_6|cubic|icsd_095519,_1_1_2_6
icsd_380488,_1_1_2_6|orthorhombic|icsd_380488,_1_1_2_6
icsd_153122,_1_1_2_6|monoclinic|icsd_153122,_1_1_2_6
icsd_238002,_1_1_2_6|monoclinic|icsd_238002,_1_1_2_6
icsd_042143,_1_1_2_6|cubic|icsd_042143,_1_1_2_6
icsd_014181,_1_1_2_6|monoclinic|icsd_014181,_1_1_2_6
icsd_261032,_1_1_2_6|monoclinic|icsd_261032,_1_1_2_6
icsd_033571,_1_1_2_6|tetragonal|icsd_033571,_1_1_2_6
icsd_408552,_1_1_2_6|trigonal|icsd_408552,_1_1_2_6
icsd_157018,_1_1_2_6|cubic|icsd_157018,_1_1_2_6
icsd_250678,_1_1_2_6|monoclinic|icsd_250678,_1_1_2_6
icsd_170639,_1_1_2_6|triclinic|icsd_170639,_1_1_2_6
icsd_155270,_1_1_2_6|monoclinic|icsd_155270,_1_1_2_6
icsd_246960,_1_1_2_6|monoclinic|icsd_246960,_1_1_2_6
icsd_246108,_1_1_2_6|monoclinic|icsd_246108,_1_1_2_6
icsd_159528,_1_1_2_6|monoclinic|icsd_159528,_1_1_2_6
icsd_095522,_1_1_2_6|cubic|icsd_095522,_1_1_2_6
icsd_083259,_1_1_2_6|orthorhombic|icsd_083259,_1_1_2_6
icsd_154033,_1_1_2_6|monoclinic|icsd_154033,_1_1_2_6
icsd_250869,_1_1_2_6|orthorhombic|icsd_250869,_1_1_2_6
icsd_155734,_1_1_2_6|monoclinic|icsd_155734,_1_1_2_6
icsd_167213,_1_1_2_6|monoclinic|icsd_167213,_1_1_2_6
icsd_246109,_1_1_2_6|trigonal|icsd_246109,_1_1_2_6
icsd_028598,_1_1_2_6|cubic|icsd_028598,_1_1_2_6
icsd_009383,_1_1_2_6|cubic|icsd_009383,_1_1_2_6
icsd_173123,_1_1_2_6|triclinic|icsd_173123,_1_1_2_6
icsd_163664,_1_1_2_6|monoclinic|icsd_163664,_1_1_2_6
icsd_073813,_1_1_2_6|monoclinic|icsd_073813,_1_1_2_6
icsd_097250,_1_1_2_6|monoclinic|icsd_097250,_1_1_2_6
icsd_200549,_1_1_2_6|tetragonal|icsd_200549,_1_1_2_6
icsd_186803,_1_1_2_6|monoclinic|icsd_186803,_1_1_2_6
icsd_040265,_1_1_2_6|orthorhombic|icsd_040265,_1_1_2_6
icsd_152678,_1_1_2_6|trigonal|icsd_152678,_1_1_2_6
icsd_086138,_1_1_2_6|cubic|icsd_086138,_1_1_2_6
icsd_090153,_1_1_2_6|monoclinic|icsd_090153,_1_1_2_6
icsd_067147,_1_1_2_6|cubic|icsd_067147,_1_1_2_6
icsd_153544,_1_1_2_6|tetragonal|icsd_153544,_1_1_2_6
icsd_099701,_1_1_2_6|triclinic|icsd_099701,_1_1_2_6
icsd_097662,_1_1_2_6|monoclinic|icsd_097662,_1_1_2_6
icsd_100477,_1_1_2_6|trigonal|icsd_100477,_1_1_2_6
icsd_174433,_1_1_2_6|monoclinic|icsd_174433,_1_1_2_6
icsd_097258,_1_1_2_6|monoclinic|icsd_097258,_1_1_2_6
icsd_109165,_1_1_2_6|cubic|icsd_109165,_1_1_2_6
icsd_088700,_1_1_2_6|tetragonal|icsd_088700,_1_1_2_6
icsd_407223,_1_1_2_6|monoclinic|icsd_407223,_1_1_2_6
icsd_159547,_1_1_2_6|monoclinic|icsd_159547,_1_1_2_6
icsd_423034,_1_1_2_6|cubic|icsd_423034,_1_1_2_6
icsd_291295,_1_1_2_6|orthorhombic|icsd_291295,_1_1_2_6
icsd_010235,_1_1_2_6|monoclinic|icsd_010235,_1_1_2_6
icsd_238045,_1_1_2_6|orthorhombic|icsd_238045,_1_1_2_6
icsd_009384,_1_1_2_6|cubic|icsd_009384,_1_1_2_6
icsd_050969,_1_1_2_6|monoclinic|icsd_050969,_1_1_2_6
icsd_172403,_1_1_2_6|monoclinic|icsd_172403,_1_1_2_6
icsd_193063,_1_1_2_6|monoclinic|icsd_193063,_1_1_2_6
icsd_051613,_1_1_2_6|cubic|icsd_051613,_1_1_2_6
icsd_262321,_1_1_2_6|tetragonal|icsd_262321,_1_1_2_6
icsd_202868,_1_1_2_6|cubic|icsd_202868,_1_1_2_6
icsd_174533,_1_1_2_6|monoclinic|icsd_174533,_1_1_2_6
icsd_065730,_1_1_2_6|cubic|icsd_065730,_1_1_2_6
icsd_088155,_1_1_2_6|trigonal|icsd_088155,_1_1_2_6
icsd_174291,_1_1_2_6|triclinic|icsd_174291,_1_1_2_6
icsd_183771,_1_1_2_6|cubic|icsd_183771,_1_1_2_6
icsd_171985,_1_1_2_6|monoclinic|icsd_171985,_1_1_2_6
icsd_153546,_1_1_2_6|tetragonal|icsd_153546,_1_1_2_6
icsd_411777,_1_1_2_6|monoclinic|icsd_411777,_1_1_2_6
icsd_075500,_1_1_2_6|monoclinic|icsd_075500,_1_1_2_6
icsd_162766,_1_1_2_6|tetragonal|icsd_162766,_1_1_2_6
icsd_072815,_1_1_2_6|cubic|icsd_072815,_1_1_2_6
icsd_162214,_1_1_2_6|orthorhombic|icsd_162214,_1_1_2_6
icsd_246115,_1_1_2_6|trigonal|icsd_246115,_1_1_2_6
icsd_099063,_1_1_2_6|cubic|icsd_099063,_1_1_2_6
icsd_425447,_1_1_2_6|monoclinic|icsd_425447,_1_1_2_6
icsd_169492,_1_1_2_6|monoclinic|icsd_169492,_1_1_2_6
icsd_010230,_1_1_2_6|monoclinic|icsd_010230,_1_1_2_6
icsd_250870,_1_1_2_6|orthorhombic|icsd_250870,_1_1_2_6
icsd_081300,_1_1_2_6|monoclinic|icsd_081300,_1_1_2_6
icsd_425446,_1_1_2_6|cubic|icsd_425446,_1_1_2_6
icsd_048149,_1_1_2_6|trigonal|icsd_048149,_1_1_2_6
icsd_154010,_1_1_2_6|orthorhombic|icsd_154010,_1_1_2_6
icsd_291296,_1_1_2_6|orthorhombic|icsd_291296,_1_1_2_6
icsd_238003,_1_1_2_6|monoclinic|icsd_238003,_1_1_2_6
icsd_246090,_1_1_2_6|monoclinic|icsd_246090,_1_1_2_6
icsd_425979,_1_1_2_6|monoclinic|icsd_425979,_1_1_2_6
icsd_091792,_1_1_2_6|monoclinic|icsd_091792,_1_1_2_6
icsd_155346,_1_1_2_6|cubic|icsd_155346,_1_1_2_6
icsd_027426,_1_1_2_6|cubic|icsd_027426,_1_1_2_6
icsd_049749,_1_1_2_6|monoclinic|icsd_049749,_1_1_2_6
icsd_097255,_1_1_2_6|monoclinic|icsd_097255,_1_1_2_6
icsd_247170,_1_1_2_6|cubic|icsd_247170,_1_1_2_6
icsd_033621,_1_1_2_6|cubic|icsd_033621,_1_1_2_6
icsd_000189,_1_1_2_6|cubic|icsd_000189,_1_1_2_6
icsd_067160,_1_1_2_6|trigonal|icsd_067160,_1_1_2_6
icsd_170473,_1_1_2_6|orthorhombic|icsd_170473,_1_1_2_6
icsd_022503,_1_1_2_6|monoclinic|icsd_022503,_1_1_2_6
icsd_153327,_1_1_2_6|tetragonal|icsd_153327,_1_1_2_6
icsd_413287,_1_1_2_6|triclinic|icsd_413287,_1_1_2_6
icsd_171255,_1_1_2_6|monoclinic|icsd_171255,_1_1_2_6
icsd_095521,_1_1_2_6|cubic|icsd_095521,_1_1_2_6
icsd_195177,_1_1_2_6|orthorhombic|icsd_195177,_1_1_2_6
icsd_042142,_1_1_2_6|cubic|icsd_042142,_1_1_2_6
icsd_049500,_1_1_2_6|monoclinic|icsd_049500,_1_1_2_6
icsd_078677,_1_1_2_6|cubic|icsd_078677,_1_1_2_6
icsd_088522,_1_1_2_6|monoclinic|icsd_088522,_1_1_2_6
icsd_172407,_1_1_2_6|cubic|icsd_172407,_1_1_2_6
icsd_030974,_1_1_2_6|trigonal|icsd_030974,_1_1_2_6
icsd_028602,_1_1_2_6|cubic|icsd_028602,_1_1_2_6
icsd_410032,_1_1_2_6|monoclinic|icsd_410032,_1_1_2_6
icsd_074553,_1_1_2_6|monoclinic|icsd_074553,_1_1_2_6
icsd_079494,_1_1_2_6|monoclinic|icsd_079494,_1_1_2_6
icsd_081681,_1_1_2_6|tetragonal|icsd_081681,_1_1_2_6
icsd_154150,_1_1_2_6|cubic|icsd_154150,_1_1_2_6
icsd_174140,_1_1_2_6|monoclinic|icsd_174140,_1_1_2_6
icsd_172761,_1_1_2_6|trigonal|icsd_172761,_1_1_2_6
icsd_002738,_1_1_2_6|cubic|icsd_002738,_1_1_2_6
icsd_081844,_1_1_2_6|hexagonal|icsd_081844,_1_1_2_6
icsd_071903,_1_1_2_6|monoclinic|icsd_071903,_1_1_2_6
icsd_181753,_1_1_2_6|cubic|icsd_181753,_1_1_2_6
icsd_181750,_1_1_2_6|cubic|icsd_181750,_1_1_2_6
icsd_072812,_1_1_2_6|tetragonal|icsd_072812,_1_1_2_6
icsd_246546,_1_1_2_6|cubic|icsd_246546,_1_1_2_6
icsd_245469,_1_1_2_6|monoclinic|icsd_245469,_1_1_2_6
icsd_071968,_1_1_2_6|trigonal|icsd_071968,_1_1_2_6
icsd_051136,_1_1_3_6|trigonal|icsd_051136,_1_1_3_6
icsd_200883,_1_1_3_6|monoclinic|icsd_200883,_1_1_3_6
icsd_081903,_1_1_3_6|trigonal|icsd_081903,_1_1_3_6
icsd_059132,_1_1_3_6|monoclinic|icsd_059132,_1_1_3_6
icsd_059131,_1_1_3_6|orthorhombic|icsd_059131,_1_1_3_6
icsd_038363,_1_1_3_6|monoclinic|icsd_038363,_1_1_3_6
icsd_417762,_1_1_3_6|monoclinic|icsd_417762,_1_1_3_6
icsd_082658,_1_1_3_6|trigonal|icsd_082658,_1_1_3_6
icsd_032717,_1_1_3_6|trigonal|icsd_032717,_1_1_3_6
icsd_023182,_1_1_3_6|trigonal|icsd_023182,_1_1_3_6
icsd_051137,_1_1_3_6|trigonal|icsd_051137,_1_1_3_6
icsd_090285,_1_1_3_6|trigonal|icsd_090285,_1_1_3_6
icsd_050023,_1_1_3_6|trigonal|icsd_050023,_1_1_3_6
icsd_050810,_1_1_3_6|trigonal|icsd_050810,_1_1_3_6
icsd_080287,_1_1_3_6|trigonal|icsd_080287,_1_1_3_6
icsd_056433,_1_1_3_6|trigonal|icsd_056433,_1_1_3_6
icsd_281299,_1_1_3_6|trigonal|icsd_281299,_1_1_3_6
icsd_081906,_1_1_3_6|trigonal|icsd_081906,_1_1_3_6
icsd_036628,_1_1_3_6|monoclinic|icsd_036628,_1_1_3_6
icsd_081659,_1_1_3_6|trigonal|icsd_081659,_1_1_3_6
icsd_200689,_1_1_3_6|monoclinic|icsd_200689,_1_1_3_6
icsd_260454,_1_1_3_6|monoclinic|icsd_260454,_1_1_3_6
icsd_087773,_1_1_3_6|trigonal|icsd_087773,_1_1_3_6
icsd_051799,_1_1_3_6|trigonal|icsd_051799,_1_1_3_6
icsd_028647,_1_1_3_6|cubic|icsd_028647,_1_1_3_6
icsd_200688,_1_1_3_6|orthorhombic|icsd_200688,_1_1_3_6
icsd_202505,_1_1_3_6|monoclinic|icsd_202505,_1_1_3_6
icsd_082353,_1_1_3_6|monoclinic|icsd_082353,_1_1_3_6
icsd_063154,_1_1_3_6|orthorhombic|icsd_063154,_1_1_3_6
icsd_405133,_1_1_3_6|trigonal|icsd_405133,_1_1_3_6
icsd_280519,_1_1_3_6|trigonal|icsd_280519,_1_1_3_6
icsd_202504,_1_1_3_6|monoclinic|icsd_202504,_1_1_3_6
icsd_095538,_1_1_3_6|trigonal|icsd_095538,_1_1_3_6
icsd_051259,_1_1_3_6|trigonal|icsd_051259,_1_1_3_6
icsd_170747,_1_1_3_6|trigonal|icsd_170747,_1_1_3_6
icsd_028646,_1_1_3_6|cubic|icsd_028646,_1_1_3_6
icsd_063630,_1_1_3_6|trigonal|icsd_063630,_1_1_3_6
icsd_051138,_1_1_3_6|trigonal|icsd_051138,_1_1_3_6
icsd_080285,_1_1_3_6|trigonal|icsd_080285,_1_1_3_6
icsd_081904,_1_1_3_6|trigonal|icsd_081904,_1_1_3_6
icsd_152590,_1_1_3_6|trigonal|icsd_152590,_1_1_3_6
icsd_418493,_1_1_3_6|trigonal|icsd_418493,_1_1_3_6
icsd_202503,_1_1_3_6|monoclinic|icsd_202503,_1_1_3_6
icsd_095727,_1_1_3_6|trigonal|icsd_095727,_1_1_3_6
icsd_031364,_1_1_3_6|orthorhombic|icsd_031364,_1_1_3_6
icsd_152588,_1_1_3_6|trigonal|icsd_152588,_1_1_3_6
icsd_066842,_1_1_3_6|monoclinic|icsd_066842,_1_1_3_6
icsd_066843,_1_1_3_6|monoclinic|icsd_066843,_1_1_3_6
icsd_080286,_1_1_3_6|trigonal|icsd_080286,_1_1_3_6
icsd_073188,_1_1_3_6|monoclinic|icsd_073188,_1_1_3_6
icsd_202502,_1_1_3_6|monoclinic|icsd_202502,_1_1_3_6
icsd_405134,_1_1_3_6|trigonal|icsd_405134,_1_1_3_6
icsd_416069,_1_1_3_6|tetragonal|icsd_416069,_1_1_3_6
icsd_095537,_1_1_3_6|trigonal|icsd_095537,_1_1_3_6
icsd_174357,_1_1_3_6|triclinic|icsd_174357,_1_1_3_6
icsd_066347,_1_1_3_6|monoclinic|icsd_066347,_1_1_3_6
icsd_095539,_1_1_3_6|trigonal|icsd_095539,_1_1_3_6
icsd_050809,_1_1_3_6|trigonal|icsd_050809,_1_1_3_6
icsd_419367,_1_1_3_6|trigonal|icsd_419367,_1_1_3_6
icsd_280518,_1_1_3_6|trigonal|icsd_280518,_1_1_3_6
